seeds: 862276159 59873817 391478845 36137774 641675771 86153966 696096725 21709689 670927817 81808951 493687808 66597212 883574476 64706342 632887479 46725929 767446164 36216520 241650700 97678887 722666148 61543458 147118730 85266915 309888610 87914308 691943189 96084141 935509174 56025925 196835156 43204494 622742136 27206026 936397542 46326727 272496057 37674565 752818519 96752694 440297520 49442079 114641442 84841354 344981649 61915776 375937613 36015014 692223471 60891331 288698467 94215697 434486800 61710234 350595579 42228515 471529365 68191319 855259149 23720158 302085645 12008066 327576907 82123527 688011178 89878091 320791040 62201815 773455302 72212818 908084030 25441103 198197406 94937985 683451073 96968073 808340872 75168221 894007198 43494312 778241036 52874956 249241893 36373328 224667795 53702296 226650564 88223109 293593300 22542468 224928492 14102983 726591346 19326521 504128211 79707412 164887716 48467276 425928134 39098866 285506666 79460117 711784491 11987214 125667760 87462458 949243278 18824032 533247669 28350761 706665018 39107833 887631372 33628560 196746554 56194307 256901323 12814290 311302128 98526846 821607133 81774060 632164747 72154207 769282782 44397247 784363913 69432460 212102261 24220516 529175165 49687079 711981049 73544941 947813679 12028497 204188642 35214024 313070374 80113264 545286800 11574355 234649847 96749234 498442306 35534094 252738125 84261311 939681167 57286323 486518983 12745789 331638180 11056616 508608441 12645545 898519517 87181138 558933029 65287374 578795919 47623876 128430142 68793450 138946858 50657261 167047142 97253016 606889557 64154951 177743043 61059583 345391671 74892984 727505811 69308431 898299916 92788786 603263562 95422493 169166227 86609835 261015790 61465847 383252324 18592885 596043048 39522282 317610218 45084768 628331041 31871652 741612832 43693595 605734229 68227643 882856680 39371294 755523136 50411531 917892404 33240468 173339363 98208212 114025182 78665341 193607763 98721825 519288394 24191990 439089466 47162241 646013667 47090998 515654635 12090260 255425897 84042476 299954921 30622006 542196418 49109015 897353144 65574825 216505235 32748581 110438463 59489600 646922963 58319860 200950018 76783411 652462975 70725720 175610934 86084773 814899254 92926131 824857083 96339299 818917465 28128173 658434883 39319188 891997137 67004615 189314643 98327849 774539044 50255671 231407777 95250333 851343272 87039867 550778046 15394157

seed-to-soil map:
552140600 154445659 848151
413440710 214459906 286476
568330677 967703388 902492
775530666 533452779 928697
731877368 573874668 801925
173771351 957159067 710510
872653659 661969194 284368
996791711 757562730 793928
562077649 347503365 750484
579106694 986902560 474290
438225198 249047891 458478
742019547 379230905 767985
130867973 611590602 229785
689757230 507599244 134908
132403159 453988449 182475
570472260 152007747 296326
484944210 749816269 239518
977353306 681119016 168434
407208990 814984939 153895
996298292 194552081 712186
360542048 639086148 130307
326407679 902092013 884019
219737372 481155854 730792
642959369 184226054 674399
817705884 569057091 412249
672390582 922530930 582934
973586888 870086410 435186
861981631 599327047 294393
237609278 540291414 260142
205537822 126885737 111603
445556387 458791232 343402
685467232 274801546 525620
661640470 158455446 156321
481132151 336375063 958779
540677961 114134941 885995
544111197 733965572 854433
114448848 893502347 645409
242116445 799483460 131394
686131434 455553401 128026
399914621 468711317 340232
286551554 994814931 264285
960949987 425529149 867059
450874916 633651135 517345
898099290 382560900 946182
894141909 440015399 472336
864060412 636725566 728975
412539188 378865916 113367
200252438 108328649 787861
977282673 843898945 947324
418887776 134999577 895903
450277946 549097962 768781
387621040 587714375 903912
276631036 518000879 520382
479284538 855046429 732354
344148734 699644835 303765
133037146 822145802 423829
737099855 675355472 252953
978125726 296058486 627541
756602838 895080974 799798
795543288 948217038 467332
495102076 370760730 254136
579234780 417539183 680867
895336631 139292322 184710
198613009 238213466 309422
689152337 192139508 802460
108132111 625157204 272762
581580241 959352588 709083
722979376 817950393 926233
781559691 278334827 871882
341354391 283850138 499777
665035029 504151247 931905
963072291 997798351 365756
748284697 385112822 437953
939318534 174556481 775262
277193850 760644627 124634
451668942 294465271 309116
590157984 704380866 647520
854942711 270780627 761606
697504232 357186689 343482
372165772 247719646 480142
503780974 666346601 976011
367485807 723665943 799389
657991934 994047021 465146
510675755 323753149 864076
148519466 330961672 487398
202387420 266855295 947253
679214219 933072821 234206
112571078 391090055 416512
533762449 165283560 646510
316452819 243945987 326640
256663065 403594728 903292
736421302 513156303 262787
719775640 509890805 860909
537893629 493057587 106543
546858547 195880159 190494
885027734 674807965 320550
551035469 645373754 801794
546854175 128889513 276239
523440764 334673111 258545
116642566 974243271 417026
129787748 600080789 263199
817890928 820704114 429072
313670642 105667048 311236
361842877 934646723 168625
791147114 140719312 369617
875463894 972053515 210029
325935495 687134803 259966
882003208 593995902 946678
685111036 498744679 235584
215090591 350875054 384814
306246689 244765064 185475
210692032 543225517 139648
571538763 226359547 779865
978941893 362300268 398871
789340717 327164278 837397
813464048 427534876 523473
160613095 888476118 584011
908761512 409455822 134940
420744659 728281131 110796
860889987 137962791 133917
925022598 572716916 939510
660399665 720896734 562469
724955545 238083954 115485
660117531 687909156 104065
920229121 536283186 493129
851075664 206692080 504399
430134737 356918074 220619
875141186 845645434 588189
838393446 962461420 499503
873579097 896699792 113147
859469213 292011893 635268
733048316 353574274 162677
736207269 793617028 280493
136480587 408536157 731399
608044998 132594729 975826
669416426 623987053 405785
983436042 233241546 403094
160922725 422335525 941795
228946791 373107289 274067
340917218 511363493 197113
875983648 983261920 814835
487051171 246201792 152282
752355543 258373442 857203
848856353 315104638 696476
279350153 482463851 412108
267981276 617067948 211390
253811498 127142540 351562
681831187 185698933 277457
328468639 813825313 950248
276761618 851654705 104102
891318331 155719345 309355
554293388 924327934 223437
923271565 325325874 237005
201174657 431416272 757554
251373550 519272218 169972
658111442 127667087 568418
793792798 467498189 534430
383664321 218317804 917110
103604589 684014009 866612
804696185 697302780 549579
143328449 434428231 645809
676546176 410138794 919821
667852182 103324378 810191
197586247 623185088 743023
287398867 612106003 490881
774549907 197380216 851144
463682012 781832994 681692
671695645 564224622 649580
333439800 361438810 164601
530659389 443300218 229808
176984740 944312765 146048
793995433 876068876 483478
244485389 253651484 815135
873754776 505900831 896796
299780673 469291476 679950
524905687 359247068 562620
367176453 413122496 690962
525268818 706466190 815676
803889966 225611856 654794
784847946 618116206 794946
311272846 937567949 548696
959039866 104228231 104049
626146458 303900319 457739
337013219 150800773 817812
952626461 635954004 458750
603826551 473903842 520151
303195622 889337357 917379
310496202 465732986 286101
444995599 848472290 676778
519872063 565052872 330756
789694533 266225180 492436
474600510 969424778 430872
752850892 224646689 443120
368751577 364687541 637024
240884710 607044678 251614
978454431 125573121 573527
186178866 437597344 816288
396498104 650569842 106694
850679783 614939450 470724
639127714 171409382 313154
457009996 236648411 358497
586452796 551012858 412998
249925123 600572230 702987
499692634 859139847 263542
215645534 773045896 915699
453491722 590032593 443200
980981590 208657476 377970
861709074 264165730 220002
540224248 337635081 642416
902591243 484811660 706024
159642447 459770915 859428
488754973 872982818 781971
502086205 565944029 698161
377886193 102365825 657001
166303281 697098464 123816
135868475 463221076 689684
453193567 477222002 278328
835829439 385627815 643807
113448724 712400658 681219
763722580 834837118 707507
787146747 447506798 109514
855764396 988431382 292590
719427756 428916298 747965
553141047 835920042 271797
495597419 940003838 935600
207747533 292676643 381288
348226132 302481848 834992
287506118 897872265 471626
337932454 812228527 102901
218402636 475251374 124262
746183126 405294591 239489
278386836 489114141 949890
947979751 373604735 529591
986924069 696272873 491234
590585955 282685920 124481
417632706 677170489 114409
137271315 984801026 885185
664801651 228477524 149520
963430444 615544908 154163
797963902 553457716 283115
480413088 172844583 755414
592736925 516502954 850803
906721480 604783303 729520
712561152 809905941 224305
331031018 797151206 147273
440046914 986105839 547417
314536966 268667096 667720
170518556 700532060 969374
757956144 521470165 844643
423954820 575975120 863496
479389802 823367623 647741
799045940 452201957 841086
643033859 802636906 855595
980623577 438996127 786779
668779149 891982145 245131
317187428 841522799 107258
917241176 296852202 549880
903573883 786268083 511543
656279249 506842145 174969
571255057 766841071 900596
378016604 907407324 362107
904067793 967091235 107671
544729765 737428869 887279
608211932 136141808 190978
671796748 631647286 617357
948536390 284682441 624169
432271187 957980143 577215
424623198 797385594 113931
557179959 328855471 900838
684859026 311422438 225279
150920908 714123228 313847
504034361 365570248 300635
230801990 918696845 316987
799308620 582343893 437635
421829953 926414058 208627
345192585 344359841 168383
328801362 399875615 134235
793364074 177449522 363301
551792254 191012402 534329
544003023 819526814 703759
379296215 280775808 639774
363745464 551968108 956547
907520627 477731479 649633
622296125 213406140 348411
615241152 332183674 765680
371421303 288244403 584569
316375797 207401730 531267
195199105 123357539 828374
916093443 187679687 391528
179261907 669803422 690046
719195766 843177369 428881
582419862 383848684 988609
974296124 987472254 603050
896887718 993038202 645273
860242323 876998253 122390
331197860 837630527 354153
926444757 166616451 533527
442866929 529954012 435063
314701770 367951285 924007
208319886 483802085 438942
372043233 285734771 221879
362972913 901000177 680681
670216564 748144129 847802
207355318 854096088 135360
992914602 595611616 266212
518122472 941590845 667495
120501729 398114271 622505
419304268 104341660 588519
344887861 738353069 953744
659481339 771373727 451855
128384461 965813476 239969
330050602 980064056 658051
450104494 833147190 318363
478607470 233677257 356378
310612681 938264771 525049
445263311 976059610 546006
806923745 199020566 154733
678483043 749587642 198488
243827487 878078412 228846
133358603 709703652 807868
961251841 807996457 162930
418474574 443621411 243715
111424657 804590067 319298
802580764 892354680 762285
596883391 227284496 335823
379622261 230208610 964435
541593187 287219077 276782
866482108 393774160 635775
544892472 707978715 723467
687229656 480180985 340660
527973988 690109009 346337
350412885 773968049 287493
360957306 776722507 858679
738117254 869086674 982121
329093299 409728194 153414
100221988 433687786 450080
337635534 765345276 328451
734252860 903970372 617966
887825157 394411005 758349
790013362 354348648 460162
818818753 866569755 895491
945720658 495811769 376206
172769039 992353372 603553
592981911 308319826 582441
652046165 472721691 552333
798519402 486855746 418130
689381814 716427117 735579
250857087 677522308 913059
917794507 260259929 278451
922218499 538081697 254370
392136238 935930750 453540
329368783 884621098 107828
873808381 350292587 357786
865042569 211361238 446891
293289344 231532297 801872
675401218 596130852 267373
672450862 159894544 268514
233852426 881378418 549673
330333736 492151200 655350
677362027 602592300 872674
921617431 752975292 184856
188704904 652816802 122772
228335047 420264145 530271
548918364 124579531 712290
436079630 400136427 930515
474957079 106075313 550034
319386574 816784960 205071
481093838 544461107 554235
422440086 392726097 934390
161621862 560389511 984972
848060064 341504456 176239
180536944 724476505 551027
299304058 203289527 254680
907497702 402559093 787573
213095012 427100068 328270
713246873 622046826 615685
124101647 413824419 327373
600253705 325052971 207336
493394850 433412714 181802
420835766 741894658 185316
891654262 369873830 773217
599507542 309578760 706739
352546116 990764408 804574
595616042 465252641 256574
288359105 961713424 120982
488730675 505305298 158273
671987223 608468771 562983
273962185 571193089 201141
988954938 772255451 740678
507281028 894579976 319013
227925810 584072996 437547
622814925 517690863 282305
733011451 316562196 647927
899920326 929667762 553879
206345541 375899991 589745
537333269 426657964 163402
396884589 458142558 259767
459805364 167397468 830683
106278510 826206680 468209
633812534 729622510 386739
664596007 847133056 475792
270824347 287050767 158598
548305352 759579582 959801
873487075 198350892 592394
252512728 859590664 906882
440476202 763363917 621204
833793813 121004130 861373
868874473 831242867 265373
843451854 273534214 272675
135288667 441537737 353359
207393889 107493588 693673
673007994 415604342 216229
773633350 943626436 454906
699717825 720285766 351874
951605975 672456389 980247
576471206 176154636 589794
833213064 798317687 140553
636981116 131547982 623899
274936493 179496843 267155
104461563 306841798 348787
603589429 722907651 525397
648251227 414988994 531264
307795702 578948143 307501
571651364 850365052 343229
471337642 762243835 403690
538007868 240611022 586330
614149066 648957458 178156
234232557 668047900 299266
288320501 609407946 295134
176552968 153343880 502663
878916815 659376513 190849
610051011 934976819 485516
250225845 419362419 532938
671310506 636547109 145948
535013778 728564858 600929
992773909 637729410 560223
343248115 755998021 103689
933449217 956572884 412476
390147105 239332394 677691
807201074 675798654 920027
226208664 201604134 332585
542775662 157553755 256218
397484399 209490569 446969
734274877 821711842 260658
535472170 555150501 431597
252117401 435657640 416344
703638423 812701729 508530
154556021 550373907 388805
998951691 688924011 372312
372371594 541968285 107772
923499930 801163344 281156
974114470 836332894 171890
737904511 673629755 801348
505976795 904825643 269224
373381756 750692472 667281
710688438 527815085 832904
509189090 183224782 258704
574397885 358843447 240348
936006848 164448460 763026
474363366 816266066 124065
871833483 651195530 665344
839051703 660560668 328249
578796742 831941215 282143
906303498 717468432 121192
681639685 787940806 703136
200645373 695815604 355003
159423513 589486499 126608
757462895 340903082 412426
311824061 882693800 196241
269664414 799651314 482256
514533532 537327856 538571
788050992 314517290 167343
964520971 556240602 629533
185915535 237600144 261926
392427807 853194656 120129
166982679 282825308 300875
115193799 225429252 108143
967041945 735423699 118006
930959699 442000609 176518
855029589 781292936 116408
382322211 769009573 568397
582506836 156067990 633556
735424703 360293791 594500
142333120 486211891 236376
731963405 844996896 460010
174946772 745374684 853478
949289608 242764031 318180
879477671 853731158 281206
923850087 621805333 202387
920607259 214079663 315669
813879753 395889316 160409
283105262 975268219 371538
753770158 147596111 266982
262833164 746755300 147867
722236810 293723876 361136
785910437 923228610 127642
642263574 669391691 391312
938459367 663638836 321995
473037853 958723663 163831
596378588 628445012 275143
385557093 490163251 497739
974180085 428197406 109267
960405841 874008870 562917
580873870 527049063 353005
398186957 988100076 148336
173629089 920208426 923003
922032950 389151596 713094
654834353 634574573 539564
524854357 216393741 103944
370224067 822827200 221053
647299797 827418717 514857
480412500 880100641 350410
610312568 444019906 607131
333490021 543423501 453206
617284685 126583167 142081
386568242 713782290 332672
724422337 288840448 230628
548969875 915320193 157090
953225531 925671722 477487
654698713 447690697 803138
445211391 610584442 748190
527411113 562655397 741888
459945125 850052872 188908
379507871 301407214 727309
704265261 115359378 110813
873056692 547104446 239760
258324189 152987906 164485
373820261 598101190 797289
198354002 583473011 111480
964641900 312505612 570959
749497167 607405781 499797
881085291 964141630 170493
743202738 670580881 327606
851268963 118519207 458176
824251702 532096838 758779
298301224 640882417 597844
958361964 522547670 390454
666001873 318687655 581041
389429184 496626120 403030
966834870 681315549 739133
842589291 770643176 611969
746482164 742525557 951508
261779399 281759337 239833
277336414 464785586 299356
740166572 205077837 846685
349285887 990111987 433015
183724033 820288960 330191
495985872 520514719 527142
235324076 954465855 453518
662237923 787416610 435376
676520111 472027386 110304
763869279 520157657 212005
499035465 715344957 741365
279984903 644989773 282331
630425145 503454457 640834
674570731 502444050 430790
122757660 638694054 387756
388268335 749264955 260924
312512920 580590962 496486
592772805 249729146 933507
611332381 732510776 513665
397608861 306246160 519594
379004747 809037410 806119
741181490 346742309 689674
604738334 973362657 216571
940427409 257208805 729939
920089505 570515982 418594
483688516 129351780 302908
671287912 255130748 983804
595127246 678707576 421741
371502198 912079633 597871
753453847 215674576 441483
251258335 689372251 347346
962387047 519630898 439916
345296629 796596923 179256
826125516 449116554 540461
886183148 524466679 206194
853304388 616039212 414158
384159512 691697215 124465
461873816 351365592 302312
907623837 708950235 684146
326563519 279333854 362610
563594775 305198009 674794
617239625 630979326 447466
746846170 424468539 638717
729068368 338738903 656196
460719642 115803217 873416
783707669 239021317 140366
250627388 657371419 493257
641963553 743983452 204211
805338811 392088378 335850
455764830 424007319 311509
492745874 575254044 125707
202627960 139843089 875132
175329243 371040787 815986
851249764 914858375 139824
765916902 229067811 144357
